ID,Timestamp,Datetime (UTC),Open,high,low,Close,RSI,Overnight
28,1521799200,23-Mar-18 10:00," 1,342.28 "," 1,348.70 "," 1,340.17 "," 1,347.60 ",76.98050462,0
29,1521813600,23-Mar-18 14:00," 1,347.57 "," 1,350.19 "," 1,345.32 "," 1,347.35 ",76.53530269,0
30,1521828000,23-Mar-18 18:00," 1,347.35 "," 1,348.77 "," 1,345.42 "," 1,347.02 ",75.01479917,1
31,1522015200,25-Mar-18 22:00," 1,347.12 "," 1,350.83 "," 1,345.64 "," 1,347.00 ",75.21844213,0
32,1522029600,26-Mar-18 02:00," 1,346.99 "," 1,349.24 "," 1,344.88 "," 1,345.35 ",71.67509894,0
33,1522044000,26-Mar-18 06:00," 1,345.32 "," 1,349.21 "," 1,343.46 "," 1,348.00 ",73.87452699,0
34,1522058400,26-Mar-18 10:00," 1,347.99 "," 1,353.44 "," 1,347.20 "," 1,352.73 ",77.33617857,0
35,1522072800,26-Mar-18 14:00," 1,352.74 "," 1,355.89 "," 1,351.97 "," 1,354.73 ",78.47359812,0
36,1522087200,26-Mar-18 18:00," 1,354.72 "," 1,355.20 "," 1,351.74 "," 1,353.44 ",75.92343762,1
37,1522101600,26-Mar-18 22:00," 1,353.41 "," 1,353.86 "," 1,350.84 "," 1,351.70 ",72.04731629,0
38,1522116000,27-Mar-18 02:00," 1,351.70 "," 1,355.19 "," 1,351.45 "," 1,352.97 ",73.17335963,0
39,1522130400,27-Mar-18 06:00," 1,352.97 "," 1,356.81 "," 1,348.36 "," 1,348.70 ",63.91619069,0
40,1522144800,27-Mar-18 10:00," 1,348.66 "," 1,349.35 "," 1,339.83 "," 1,342.33 ",53.22562702,0
41,1522159200,27-Mar-18 14:00," 1,342.33 "," 1,345.88 "," 1,340.88 "," 1,343.61 ",54.85603511,0
42,1522173600,27-Mar-18 18:00," 1,343.61 "," 1,345.61 "," 1,343.37 "," 1,344.64 ",56.41011968,1
43,1522188000,27-Mar-18 22:00," 1,345.13 "," 1,347.01 "," 1,343.80 "," 1,346.25 ",58.06747265,0
44,1522202400,28-Mar-18 02:00," 1,346.24 "," 1,346.83 "," 1,341.91 "," 1,341.98 ",51.22256316,0
45,1522216800,28-Mar-18 06:00," 1,341.95 "," 1,342.86 "," 1,338.88 "," 1,339.87 ",48.21320602,0
46,1522231200,28-Mar-18 10:00," 1,339.87 "," 1,340.77 "," 1,331.20 "," 1,331.75 ",38.62652229,0
47,1522245600,28-Mar-18 14:00," 1,331.75 "," 1,332.78 "," 1,325.08 "," 1,325.46 ",33.16542943,0
48,1522260000,28-Mar-18 18:00," 1,325.46 "," 1,326.86 "," 1,323.44 "," 1,324.72 ",32.6354253,1
49,1522274400,28-Mar-18 22:00," 1,324.70 "," 1,327.90 "," 1,323.92 "," 1,327.12 ",36.35243998,0
50,1522288800,29-Mar-18 02:00," 1,327.16 "," 1,328.31 "," 1,326.88 "," 1,328.16 ",38.19522236,0
51,1522303200,29-Mar-18 06:00," 1,328.16 "," 1,328.22 "," 1,322.88 "," 1,324.17 ",34.38169317,0
52,1522317600,29-Mar-18 10:00," 1,324.19 "," 1,326.54 "," 1,321.42 "," 1,322.76 ",33.1057296,0
53,1522332000,29-Mar-18 14:00," 1,322.73 "," 1,324.08 "," 1,321.16 "," 1,323.14 ",33.82997194,0
54,1522346400,29-Mar-18 18:00," 1,323.09 "," 1,326.46 "," 1,323.09 "," 1,325.11 ",37.40536139,1
55,1522620000,01-Apr-18 22:00," 1,326.05 "," 1,330.12 "," 1,324.80 "," 1,329.92 ",45.06714858,0
56,1522634400,02-Apr-18 02:00," 1,329.91 "," 1,330.33 "," 1,328.61 "," 1,329.45 ",44.43729115,0
57,1522648800,02-Apr-18 06:00," 1,329.44 "," 1,332.44 "," 1,328.35 "," 1,331.69 ",48.1518487,0
58,1522663200,02-Apr-18 10:00," 1,331.68 "," 1,336.50 "," 1,331.38 "," 1,334.11 ",51.85951205,0
59,1522677600,02-Apr-18 14:00," 1,334.19 "," 1,344.68 "," 1,333.27 "," 1,344.42 ",63.35755629,0
60,1522692000,02-Apr-18 18:00," 1,344.46 "," 1,344.84 "," 1,340.24 "," 1,341.25 ",58.56564471,1
61,1522706400,02-Apr-18 22:00," 1,340.48 "," 1,342.46 "," 1,337.24 "," 1,338.69 ",55.13495834,0
62,1522720800,03-Apr-18 02:00," 1,338.67 "," 1,339.83 "," 1,337.41 "," 1,339.42 ",55.96903131,0
63,1522735200,03-Apr-18 06:00," 1,339.39 "," 1,342.03 "," 1,336.36 "," 1,337.47 ",53.10925067,0
64,1522749600,03-Apr-18 10:00," 1,337.51 "," 1,341.14 "," 1,333.20 "," 1,334.07 ",48.74710788,0
65,1522764000,03-Apr-18 14:00," 1,334.06 "," 1,334.85 "," 1,328.87 "," 1,331.79 ",45.82261085,0
66,1522778400,03-Apr-18 18:00," 1,331.74 "," 1,333.55 "," 1,330.18 "," 1,332.73 ",47.10993372,1
67,1522792800,03-Apr-18 22:00," 1,332.53 "," 1,333.54 "," 1,331.48 "," 1,333.02 ",47.77222339,0
68,1522807200,04-Apr-18 02:00," 1,333.01 "," 1,335.88 "," 1,332.97 "," 1,334.51 ",49.99769242,0
69,1522821600,04-Apr-18 06:00," 1,334.50 "," 1,345.00 "," 1,333.53 "," 1,342.82 ",60.12998013,0
70,1522836000,04-Apr-18 10:00," 1,342.82 "," 1,348.21 "," 1,341.35 "," 1,342.00 ",58.9465099,0
71,1522850400,04-Apr-18 14:00," 1,341.95 "," 1,342.77 "," 1,334.03 "," 1,336.14 ",50.63521053,0
72,1522864800,04-Apr-18 18:00," 1,336.14 "," 1,336.14 "," 1,332.20 "," 1,333.18 ",46.60017998,1
73,1522879200,04-Apr-18 22:00," 1,332.78 "," 1,334.86 "," 1,330.36 "," 1,330.50 ",43.88262075,0
74,1522893600,05-Apr-18 02:00," 1,330.50 "," 1,331.26 "," 1,327.87 "," 1,328.86 ",42.10146738,0
75,1522908000,05-Apr-18 06:00," 1,328.86 "," 1,329.10 "," 1,324.43 "," 1,326.67 ",39.759055,0
76,1522922400,05-Apr-18 10:00," 1,326.67 "," 1,330.72 "," 1,322.72 "," 1,327.16 ",40.59558205,0
77,1522936800,05-Apr-18 14:00," 1,327.17 "," 1,327.57 "," 1,322.98 "," 1,325.74 ",38.89618073,0
78,1522951200,05-Apr-18 18:00," 1,325.73 "," 1,327.01 "," 1,325.03 "," 1,326.52 ",40.0747066,1
79,1522965600,05-Apr-18 22:00," 1,326.08 "," 1,333.33 "," 1,326.05 "," 1,332.57 ",50.0984608,0
80,1522980000,06-Apr-18 02:00," 1,332.56 "," 1,332.66 "," 1,326.66 "," 1,328.33 ",44.65246162,0
81,1522994400,06-Apr-18 06:00," 1,328.33 "," 1,328.34 "," 1,319.75 "," 1,325.90 ",41.87211816,0
82,1523008800,06-Apr-18 10:00," 1,325.88 "," 1,335.47 "," 1,320.39 "," 1,331.48 ",49.60257578,0
83,1523023200,06-Apr-18 14:00," 1,331.47 "," 1,334.17 "," 1,330.27 "," 1,332.02 ",50.33932157,0
84,1523037600,06-Apr-18 18:00," 1,331.97 "," 1,334.02 "," 1,331.09 "," 1,333.14 ",51.7728725,1
85,1523224800,08-Apr-18 22:00," 1,333.73 "," 1,334.82 "," 1,329.79 "," 1,331.53 ",49.56981418,0
86,1523239200,09-Apr-18 02:00," 1,331.55 "," 1,333.49 "," 1,331.42 "," 1,333.04 ",51.54578014,0
87,1523253600,09-Apr-18 06:00," 1,333.02 "," 1,333.02 "," 1,327.46 "," 1,327.56 ",44.27886957,0
88,1523268000,09-Apr-18 10:00," 1,327.56 "," 1,334.54 "," 1,326.86 "," 1,332.16 ",50.66220537,0
89,1523282400,09-Apr-18 14:00," 1,332.14 "," 1,337.01 "," 1,331.38 "," 1,335.76 ",54.92397947,0
90,1523296800,09-Apr-18 18:00," 1,335.75 "," 1,337.96 "," 1,335.67 "," 1,336.22 ",55.61022711,1
91,1523311200,09-Apr-18 22:00," 1,336.11 "," 1,338.11 "," 1,334.44 "," 1,334.55 ",53.14066048,0
92,1523325600,10-Apr-18 02:00," 1,334.50 "," 1,334.98 "," 1,331.03 "," 1,332.41 ",50.02635248,0
93,1523340000,10-Apr-18 06:00," 1,332.40 "," 1,337.77 "," 1,331.53 "," 1,335.27 ",53.91361772,0
94,1523354400,10-Apr-18 10:00," 1,335.24 "," 1,340.94 "," 1,334.86 "," 1,338.86 ",58.29859102,0
95,1523368800,10-Apr-18 14:00," 1,338.85 "," 1,342.54 "," 1,335.89 "," 1,338.99 ",58.33902002,0
96,1523383200,10-Apr-18 18:00," 1,338.97 "," 1,342.01 "," 1,338.64 "," 1,339.52 ",58.85701748,1
97,1523397600,10-Apr-18 22:00," 1,339.26 "," 1,342.68 "," 1,339.02 "," 1,340.05 ",59.96829367,0
98,1523412000,11-Apr-18 02:00," 1,340.04 "," 1,342.48 "," 1,339.98 "," 1,342.24 ",62.57937419,0
99,1523426400,11-Apr-18 06:00," 1,342.21 "," 1,345.93 "," 1,341.95 "," 1,345.47 ",66.3064691,0
100,1523440800,11-Apr-18 10:00," 1,345.47 "," 1,355.16 "," 1,345.27 "," 1,352.54 ",72.74506521,0
101,1523455200,11-Apr-18 14:00," 1,352.54 "," 1,365.25 "," 1,351.32 "," 1,355.44 ",74.87822187,0
102,1523469600,11-Apr-18 18:00," 1,355.43 "," 1,356.47 "," 1,347.59 "," 1,353.14 ",70.40419858,1
103,1523484000,11-Apr-18 22:00," 1,352.69 "," 1,353.15 "," 1,349.67 "," 1,351.69 ",67.39042646,0
104,1523498400,12-Apr-18 02:00," 1,351.70 "," 1,352.19 "," 1,348.58 "," 1,350.48 ",65.09039607,0
105,1523512800,12-Apr-18 06:00," 1,350.48 "," 1,352.21 "," 1,345.19 "," 1,347.59 ",59.65723964,0
106,1523527200,12-Apr-18 10:00," 1,347.57 "," 1,348.94 "," 1,338.75 "," 1,339.95 ",48.26528835,0
107,1523541600,12-Apr-18 14:00," 1,339.98 "," 1,341.67 "," 1,335.69 "," 1,337.79 ",45.50631338,0
108,1523556000,12-Apr-18 18:00," 1,337.80 "," 1,338.02 "," 1,333.72 "," 1,334.96 ",42.13481803,1
109,1523570400,12-Apr-18 22:00," 1,334.62 "," 1,339.08 "," 1,334.60 "," 1,338.41 ",47.3557952,0
110,1523584800,13-Apr-18 02:00," 1,338.39 "," 1,341.02 "," 1,338.25 "," 1,338.42 ",47.35199477,0
111,1523599200,13-Apr-18 06:00," 1,338.40 "," 1,341.85 "," 1,336.24 "," 1,340.57 ",50.28923361,0
112,1523613600,13-Apr-18 10:00," 1,340.59 "," 1,344.08 "," 1,333.28 "," 1,343.73 ",54.56192315,0
113,1523628000,13-Apr-18 14:00," 1,343.67 "," 1,347.15 "," 1,342.88 "," 1,343.71 ",54.38940392,0
114,1523642400,13-Apr-18 18:00," 1,343.71 "," 1,346.89 "," 1,343.51 "," 1,345.29 ",56.644146,1
115,1523829600,15-Apr-18 22:00," 1,346.43 "," 1,348.70 "," 1,340.15 "," 1,347.29 ",59.03283837,0
116,1523844000,16-Apr-18 02:00," 1,347.29 "," 1,348.45 "," 1,343.74 "," 1,344.31 ",54.08020681,0
117,1523858400,16-Apr-18 06:00," 1,344.28 "," 1,345.86 "," 1,341.11 "," 1,344.08 ",53.58583161,0
118,1523872800,16-Apr-18 10:00," 1,344.08 "," 1,348.94 "," 1,342.33 "," 1,348.57 ",59.74843633,0
119,1523887200,16-Apr-18 14:00," 1,348.56 "," 1,350.49 "," 1,346.15 "," 1,347.44 ",57.68191454,0
120,1523901600,16-Apr-18 18:00," 1,347.49 "," 1,348.04 "," 1,345.35 "," 1,345.78 ",54.87809282,1
121,1523916000,16-Apr-18 22:00," 1,345.98 "," 1,349.38 "," 1,345.56 "," 1,347.45 ",57.29939207,0
122,1523930400,17-Apr-18 02:00," 1,347.48 "," 1,347.78 "," 1,343.76 "," 1,346.01 ",54.43469762,0
123,1523944800,17-Apr-18 06:00," 1,346.00 "," 1,348.86 "," 1,340.64 "," 1,342.17 ",47.92111786,0
124,1523959200,17-Apr-18 10:00," 1,342.18 "," 1,343.92 "," 1,337.65 "," 1,342.18 ",47.97322407,0
125,1523973600,17-Apr-18 14:00," 1,342.18 "," 1,347.34 "," 1,340.39 "," 1,346.27 ",54.62273524,0
126,1523988000,17-Apr-18 18:00," 1,346.29 "," 1,347.71 "," 1,345.93 "," 1,347.23 ",56.38825287,1
127,1524002400,17-Apr-18 22:00," 1,347.39 "," 1,347.59 "," 1,343.56 "," 1,343.90 ",50.29447104,0
128,1524016800,18-Apr-18 02:00," 1,343.90 "," 1,344.77 "," 1,342.27 "," 1,343.22 ",49.02830383,0
129,1524031200,18-Apr-18 06:00," 1,343.21 "," 1,347.17 "," 1,342.79 "," 1,345.18 ",52.33454655,0
130,1524045600,18-Apr-18 10:00," 1,345.11 "," 1,355.65 "," 1,345.04 "," 1,351.95 ",61.60577224,0
131,1524060000,18-Apr-18 14:00," 1,351.96 "," 1,354.14 "," 1,349.15 "," 1,350.57 ",58.99281324,0
132,1524074400,18-Apr-18 18:00," 1,350.54 "," 1,351.30 "," 1,347.49 "," 1,349.26 ",56.8296485,1
133,1524088800,18-Apr-18 22:00," 1,349.19 "," 1,351.45 "," 1,347.99 "," 1,348.80 ",55.9387019,0
134,1524103200,19-Apr-18 02:00," 1,348.79 "," 1,353.02 "," 1,348.34 "," 1,351.69 ",59.97383486,0
135,1524117600,19-Apr-18 06:00," 1,351.69 "," 1,354.65 "," 1,344.81 "," 1,348.64 ",54.15924941,0
136,1524132000,19-Apr-18 10:00," 1,348.64 "," 1,350.71 "," 1,345.73 "," 1,348.22 ",53.44969109,0
137,1524146400,19-Apr-18 14:00," 1,348.21 "," 1,348.99 "," 1,340.91 "," 1,346.42 ",50.12571006,0
138,1524160800,19-Apr-18 18:00," 1,346.43 "," 1,346.64 "," 1,344.09 "," 1,345.42 ",48.60208624,1
139,1524175200,19-Apr-18 22:00," 1,345.64 "," 1,346.27 "," 1,341.63 "," 1,342.49 ",43.70825294,0
140,1524189600,20-Apr-18 02:00," 1,342.49 "," 1,343.59 "," 1,341.26 "," 1,342.98 ",44.91093403,0
141,1524204000,20-Apr-18 06:00," 1,342.96 "," 1,344.46 "," 1,339.30 "," 1,340.61 ",41.05171231,0
142,1524218400,20-Apr-18 10:00," 1,340.60 "," 1,344.22 "," 1,335.91 "," 1,336.64 ",35.80579887,0
143,1524232800,20-Apr-18 14:00," 1,336.64 "," 1,339.26 "," 1,334.94 "," 1,336.98 ",36.45276732,0
144,1524247200,20-Apr-18 18:00," 1,336.97 "," 1,337.30 "," 1,335.11 "," 1,335.44 ",34.35684644,1
145,1524434400,22-Apr-18 22:00," 1,334.02 "," 1,335.42 "," 1,331.55 "," 1,334.51 ",33.379222,0
146,1524448800,23-Apr-18 02:00," 1,334.51 "," 1,335.05 "," 1,333.03 "," 1,334.46 ",33.26156392,0
147,1524463200,23-Apr-18 06:00," 1,334.40 "," 1,335.45 "," 1,327.09 "," 1,328.40 ",26.48398252,0
148,1524477600,23-Apr-18 10:00," 1,328.41 "," 1,329.18 "," 1,323.42 "," 1,324.57 ",23.11876452,0
149,1524492000,23-Apr-18 14:00," 1,324.57 "," 1,324.88 "," 1,322.08 "," 1,323.28 ",22.25120724,0
150,1524506400,23-Apr-18 18:00," 1,323.27 "," 1,325.38 "," 1,323.12 "," 1,324.69 ",25.77965709,1
151,1524520800,23-Apr-18 22:00," 1,324.40 "," 1,326.97 "," 1,322.05 "," 1,326.37 ",30.18665527,0
152,1524535200,24-Apr-18 02:00," 1,326.33 "," 1,328.08 "," 1,325.93 "," 1,326.85 ",31.124754,0
153,1524549600,24-Apr-18 06:00," 1,326.83 "," 1,328.51 "," 1,324.47 "," 1,326.94 ",31.44911084,0
154,1524564000,24-Apr-18 10:00," 1,326.97 "," 1,330.04 "," 1,323.40 "," 1,329.61 ",38.4936499,0
155,1524578400,24-Apr-18 14:00," 1,329.76 "," 1,332.52 "," 1,327.44 "," 1,332.05 ",44.17062506,0
156,1524592800,24-Apr-18 18:00," 1,332.06 "," 1,332.64 "," 1,330.29 "," 1,330.36 ",41.16353698,1
157,1524607200,24-Apr-18 22:00," 1,329.96 "," 1,332.04 "," 1,328.28 "," 1,329.02 ",39.32946161,0
158,1524621600,25-Apr-18 02:00," 1,329.01 "," 1,329.42 "," 1,325.42 "," 1,326.85 ",35.98309296,0
159,1524636000,25-Apr-18 06:00," 1,326.83 "," 1,326.83 "," 1,322.92 "," 1,324.16 ",32.43888226,0
160,1524650400,25-Apr-18 10:00," 1,324.16 "," 1,324.79 "," 1,318.78 "," 1,321.89 ",29.75224708,0
161,1524664800,25-Apr-18 14:00," 1,321.88 "," 1,323.41 "," 1,319.15 "," 1,321.90 ",29.71752339,0
162,1524679200,25-Apr-18 18:00," 1,321.90 "," 1,323.92 "," 1,321.32 "," 1,323.26 ",32.9212775,1
163,1524693600,25-Apr-18 22:00," 1,322.57 "," 1,324.02 "," 1,321.13 "," 1,323.98 ",35.7912866,0
164,1524708000,26-Apr-18 02:00," 1,324.00 "," 1,324.63 "," 1,323.14 "," 1,324.38 ",37.07068067,0
165,1524722400,26-Apr-18 06:00," 1,324.38 "," 1,326.58 "," 1,321.32 "," 1,323.05 ",34.80867581,0
166,1524736800,26-Apr-18 10:00," 1,323.05 "," 1,325.74 "," 1,321.50 "," 1,322.51 ",33.86369956,0
167,1524751200,26-Apr-18 14:00," 1,322.53 "," 1,322.66 "," 1,315.27 "," 1,317.33 ",26.8844896,0
168,1524765600,26-Apr-18 18:00," 1,317.35 "," 1,317.97 "," 1,316.31 "," 1,316.88 ",26.00172088,1
169,1524780000,26-Apr-18 22:00," 1,316.59 "," 1,318.27 "," 1,315.53 "," 1,318.09 ",30.60293255,0
170,1524794400,27-Apr-18 02:00," 1,318.10 "," 1,318.21 "," 1,316.29 "," 1,317.34 ",29.8435351,0
171,1524808800,27-Apr-18 06:00," 1,317.34 "," 1,319.10 "," 1,315.37 "," 1,318.06 ",31.63833719,0
172,1524823200,27-Apr-18 10:00," 1,318.01 "," 1,323.46 "," 1,316.81 "," 1,321.40 ",41.7440732,0
173,1524837600,27-Apr-18 14:00," 1,321.47 "," 1,323.78 "," 1,320.36 "," 1,322.68 ",44.70026404,0
174,1524852000,27-Apr-18 18:00," 1,322.67 "," 1,325.20 "," 1,322.23 "," 1,323.31 ",45.57940131,1
175,1525039200,29-Apr-18 22:00," 1,322.50 "," 1,325.93 "," 1,322.42 "," 1,324.60 ",49.41475835,0
176,1525053600,30-Apr-18 02:00," 1,324.60 "," 1,324.82 "," 1,321.00 "," 1,321.86 ",43.45663373,0
177,1525068000,30-Apr-18 06:00," 1,321.86 "," 1,321.86 "," 1,315.91 "," 1,317.46 ",36.23166035,0
178,1525082400,30-Apr-18 10:00," 1,317.46 "," 1,317.55 "," 1,310.18 "," 1,310.88 ",28.51424841,0
179,1525096800,30-Apr-18 14:00," 1,310.93 "," 1,320.47 "," 1,310.85 "," 1,317.83 ",42.44725729,0
180,1525111200,30-Apr-18 18:00," 1,317.89 "," 1,319.30 "," 1,314.17 "," 1,315.22 ",39.0206641,1
181,1525125600,30-Apr-18 22:00," 1,314.75 "," 1,316.33 "," 1,312.34 "," 1,312.62 ",36.35563017,0
182,1525140000,01-May-18 02:00," 1,312.62 "," 1,313.06 "," 1,311.23 "," 1,312.07 ",35.84361007,0
183,1525154400,01-May-18 06:00," 1,312.07 "," 1,312.66 "," 1,307.80 "," 1,309.51 ",33.16777979,0
184,1525168800,01-May-18 10:00," 1,309.52 "," 1,310.30 "," 1,305.51 "," 1,305.72 ",29.56447591,0
185,1525183200,01-May-18 14:00," 1,305.93 "," 1,307.97 "," 1,301.70 "," 1,306.07 ",30.16806595,0
186,1525197600,01-May-18 18:00," 1,306.11 "," 1,307.37 "," 1,303.78 "," 1,303.92 ",27.94810008,1
187,1525212000,01-May-18 22:00," 1,303.48 "," 1,309.65 "," 1,303.43 "," 1,309.32 ",39.41514086,0
188,1525226400,02-May-18 02:00," 1,309.31 "," 1,311.92 "," 1,308.44 "," 1,308.65 ",38.53618453,0
189,1525240800,02-May-18 06:00," 1,308.66 "," 1,311.63 "," 1,307.67 "," 1,310.52 ",41.85399375,0
190,1525255200,02-May-18 10:00," 1,310.51 "," 1,310.95 "," 1,304.11 "," 1,305.08 ",35.65812035,0
191,1525269600,02-May-18 14:00," 1,305.05 "," 1,307.23 "," 1,304.05 "," 1,305.93 ",37.32942824,0
192,1525284000,02-May-18 18:00," 1,305.81 "," 1,313.47 "," 1,303.89 "," 1,304.71 ",36.08699032,1
193,1525298400,02-May-18 22:00," 1,304.56 "," 1,310.46 "," 1,304.40 "," 1,309.57 ",44.35057829,0
194,1525312800,03-May-18 02:00," 1,309.57 "," 1,310.18 "," 1,308.16 "," 1,309.33 ",44.26954174,0
195,1525327200,03-May-18 06:00," 1,309.33 "," 1,313.25 "," 1,306.45 "," 1,312.33 ",49.15850527,0
196,1525341600,03-May-18 10:00," 1,312.34 "," 1,318.07 "," 1,311.31 "," 1,314.97 ",53.02886467,0
197,1525356000,03-May-18 14:00," 1,315.03 "," 1,316.39 "," 1,310.69 "," 1,313.29 ",50.46385064,0
198,1525370400,03-May-18 18:00," 1,313.28 "," 1,315.02 "," 1,311.21 "," 1,312.13 ",48.44741871,1
199,1525384800,03-May-18 22:00," 1,311.78 "," 1,314.05 "," 1,311.30 "," 1,313.75 ",51.07886437,0
200,1525399200,04-May-18 02:00," 1,313.75 "," 1,314.38 "," 1,312.32 "," 1,312.85 ",49.70424858,0
201,1525413600,04-May-18 06:00," 1,312.87 "," 1,312.87 "," 1,308.58 "," 1,309.30 ",43.75513348,0
202,1525428000,04-May-18 10:00," 1,309.31 "," 1,315.31 "," 1,307.92 "," 1,309.91 ",45.48592377,0
203,1525442400,04-May-18 14:00," 1,309.90 "," 1,314.47 "," 1,309.59 "," 1,313.94 ",52.30182538,0
204,1525456800,04-May-18 18:00," 1,313.96 "," 1,315.11 "," 1,313.59 "," 1,314.93 ",53.00422618,1
205,1525644000,06-May-18 22:00," 1,314.94 "," 1,318.91 "," 1,314.11 "," 1,317.35 ",57.48869129,0
206,1525658400,07-May-18 02:00," 1,317.36 "," 1,318.47 "," 1,313.53 "," 1,314.86 ",52.88562475,0
207,1525672800,07-May-18 06:00," 1,314.83 "," 1,314.85 "," 1,311.80 "," 1,313.63 ",50.6765136,0
208,1525687200,07-May-18 10:00," 1,313.64 "," 1,314.88 "," 1,310.19 "," 1,311.95 ",47.84289946,0
209,1525701600,07-May-18 14:00," 1,311.97 "," 1,315.58 "," 1,311.96 "," 1,314.56 ",52.30484397,0
210,1525716000,07-May-18 18:00," 1,314.56 "," 1,314.79 "," 1,313.34 "," 1,314.11 ",51.25548698,1
211,1525730400,07-May-18 22:00," 1,313.35 "," 1,317.02 "," 1,312.66 "," 1,313.66 ",50.55864361,0
212,1525744800,08-May-18 02:00," 1,313.67 "," 1,314.32 "," 1,310.72 "," 1,312.58 ",48.66377684,0
213,1525759200,08-May-18 06:00," 1,312.58 "," 1,314.80 "," 1,308.63 "," 1,310.05 ",43.9480347,0
214,1525773600,08-May-18 10:00," 1,310.05 "," 1,312.00 "," 1,306.24 "," 1,306.94 ",39.21708551,0
215,1525788000,08-May-18 14:00," 1,306.95 "," 1,315.39 "," 1,306.06 "," 1,313.24 ",51.01580238,0
216,1525802400,08-May-18 18:00," 1,313.22 "," 1,317.79 "," 1,312.86 "," 1,314.32 ",52.98819293,1
217,1525816800,08-May-18 22:00," 1,314.52 "," 1,316.75 "," 1,310.11 "," 1,311.23 ",47.58496447,0
218,1525831200,09-May-18 02:00," 1,311.22 "," 1,312.29 "," 1,310.03 "," 1,310.95 ",47.07149612,0
219,1525845600,09-May-18 06:00," 1,310.95 "," 1,311.16 "," 1,304.26 "," 1,306.70 ",40.99976633,0
220,1525860000,09-May-18 10:00," 1,306.72 "," 1,314.76 "," 1,305.49 "," 1,313.76 ",52.30431568,0
221,1525874400,09-May-18 14:00," 1,313.80 "," 1,317.41 "," 1,311.45 "," 1,313.07 ",51.0028407,0
222,1525888800,09-May-18 18:00," 1,313.06 "," 1,313.28 "," 1,310.84 "," 1,312.66 ",50.33002791,1
